Repo,Owners,Rule Type,Severity,Message,Matched Files
send-quotes,"@guestyorg/biz-payments
@guestyorg/okta-reservo",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
share-invoice-settings,@guestyorg/biz-enterprise,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc
share-invoice-settings,@guestyorg/biz-enterprise,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,.eslintrc.json
share-invoice-settings,@guestyorg/biz-enterprise,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
share-invoice-settings,@guestyorg/biz-enterprise,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
share-invoice-settings,@guestyorg/biz-enterprise,Require files,Warning,pnpm-lock.yaml is missing,
share-invoice-settings,@guestyorg/biz-enterprise,Require files,Warning,pnpm-workspace.yaml is missing,
share-invoice-settings,@guestyorg/biz-enterprise,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
share-invoice-settings,@guestyorg/biz-enterprise,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
share-invoice-settings,@guestyorg/biz-enterprise,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
shared-reservations-report,@guestyorg/okta-reservo,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
shared-reservations-report,@guestyorg/okta-reservo,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
shared-reservations-report,@guestyorg/okta-reservo,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
shared-reservations-report,@guestyorg/okta-reservo,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
shared-reservations-report,@guestyorg/okta-reservo,Require files,Warning,pnpm-lock.yaml is missing,
shared-reservations-report,@guestyorg/okta-reservo,Require files,Warning,pnpm-workspace.yaml is missing,
shared-reservations-report,@guestyorg/okta-reservo,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
shared-reservations-report,@guestyorg/okta-reservo,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
shared-reservations-report,@guestyorg/okta-reservo,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
shield-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,cypress/.eslintrc.js
shield-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
shield-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-lock.yaml is missing,
shield-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-workspace.yaml is missing,
shield-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
shield-widget,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
shield-widget,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-lock.yaml is missing,
shield-widget,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-workspace.yaml is missing,
shield-widget,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
smart-calendar-rules,@guestyorg/demand-tlv,Detect files,Error,Forbidden files detected in the project,.github/workflows/upload-translations.yml
smart-calendar-rules,@guestyorg/demand-tlv,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
smart-calendar-rules,@guestyorg/demand-tlv,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
smart-calendar-rules,@guestyorg/demand-tlv,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
smart-calendar-rules,@guestyorg/demand-tlv,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
smart-calendar-rules,@guestyorg/demand-tlv,Require files,Error,.nvmrc is missing,
smart-calendar-rules,@guestyorg/demand-tlv,Require files,Warning,pnpm-lock.yaml is missing,
smart-calendar-rules,@guestyorg/demand-tlv,Require files,Warning,pnpm-workspace.yaml is missing,
smart-calendar-rules,@guestyorg/demand-tlv,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
smart-calendar-rules,@guestyorg/demand-tlv,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
smart-locks-admin-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
smart-locks-admin-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, cypress/.eslintrc.js, .eslintignore"
smart-locks-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
smart-locks-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, cypress/.eslintrc.js, .eslintignore"
smart-locks-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
smart-locks-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
smart-locks-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-lock.yaml is missing,
smart-locks-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-workspace.yaml is missing,
smart-locks-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
smart-locks-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
smart-locks-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
support-widget,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,.eslintignore
support-widget,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
support-widget,"@guestyorg/okta-cross
@guestyorg/okta-groot",Require files,Warning,pnpm-lock.yaml is missing,
support-widget,"@guestyorg/okta-cross
@guestyorg/okta-groot",Require files,Warning,pnpm-workspace.yaml is missing,
task-templates-page,@guestyorg/okta-pop,Detect files,Error,Forbidden files detected in the project,".github/workflows/translate.yml, .github/workflows/upload-translations.yml"
task-templates-page,@guestyorg/okta-pop,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
task-templates-page,@guestyorg/okta-pop,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
task-templates-page,@guestyorg/okta-pop,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
task-templates-page,@guestyorg/okta-pop,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
task-templates-page,@guestyorg/okta-pop,Require files,Warning,pnpm-lock.yaml is missing,
task-templates-page,@guestyorg/okta-pop,Require files,Warning,pnpm-workspace.yaml is missing,
task-templates-page,@guestyorg/okta-pop,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
task-templates-page,@guestyorg/okta-pop,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
tasks-page,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/okta-pop",Detect files,Error,Forbidden files detected in the project,.github/workflows/translate.yml
tasks-page,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/okta-pop",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
tasks-page,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/okta-pop",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc, .eslintignore"
tasks-page,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/okta-pop",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
tasks-page,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/okta-pop",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
tasks-page,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/okta-pop",Require files,Warning,pnpm-lock.yaml is missing,
tasks-page,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/okta-pop",Require files,Warning,pnpm-workspace.yaml is missing,
tasks-page,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/okta-pop",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
tasks-page,"@guestyorg/biz-admins
@guestyorg/biz-enterprise
@guestyorg/okta-pop",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
tasks-smartviews-page,@guestyorg/team_journey,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
tasks-smartviews-page,@guestyorg/team_journey,Require files,Warning,pnpm-lock.yaml is missing,
tasks-smartviews-page,@guestyorg/team_journey,Require files,Warning,pnpm-workspace.yaml is missing,
tasks-smartviews-page,@guestyorg/team_journey,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
travel-insurance-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,"cypress/.eslintrc.js, .eslintignore"
travel-insurance-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
travel-insurance-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-lock.yaml is missing,
travel-insurance-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-workspace.yaml is missing,
travel-insurance-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
trial-onboarding-widget,@guestyorg/okta-starlite,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
trial-onboarding-widget,@guestyorg/okta-starlite,Require files,Warning,pnpm-lock.yaml is missing,
trial-onboarding-widget,@guestyorg/okta-starlite,Require files,Warning,pnpm-workspace.yaml is missing,
trial-onboarding-widget,@guestyorg/okta-starlite,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
upload-reservations,@guestyorg/okta-reservo,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
upload-reservations,@guestyorg/okta-reservo,Require files,Warning,pnpm-lock.yaml is missing,
upload-reservations,@guestyorg/okta-reservo,Require files,Warning,pnpm-workspace.yaml is missing,
upload-reservations,@guestyorg/okta-reservo,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
upsells-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc
upsells-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
upsells-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-lock.yaml is missing,
upsells-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-workspace.yaml is missing,
upsells-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
upsells-widget,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
upsells-widget,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-lock.yaml is missing,
upsells-widget,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-workspace.yaml is missing,
upsells-widget,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
use-mobile-app-page,@guestyorg/okta-starlite,Detect files,Error,Forbidden files detected in the project,.github/workflows/upload-translations.yml
use-mobile-app-page,@guestyorg/okta-starlite,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
use-mobile-app-page,@guestyorg/okta-starlite,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
use-mobile-app-page,@guestyorg/okta-starlite,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
use-mobile-app-page,@guestyorg/okta-starlite,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
use-mobile-app-page,@guestyorg/okta-starlite,Require files,Warning,pnpm-lock.yaml is missing,
use-mobile-app-page,@guestyorg/okta-starlite,Require files,Warning,pnpm-workspace.yaml is missing,
use-mobile-app-page,@guestyorg/okta-starlite,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
use-mobile-app-page,@guestyorg/okta-starlite,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
use-mobile-app-page,@guestyorg/okta-starlite,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
user-activity-heartbeat,@guestyorg/okta-communication,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
user-activity-heartbeat,@guestyorg/okta-communication,Require files,Warning,pnpm-lock.yaml is missing,
user-activity-heartbeat,@guestyorg/okta-communication,Require files,Warning,pnpm-workspace.yaml is missing,
users-list-page,"@guestyorg/cross
@guestyorg/okta-groot",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,cypress/.eslintrc
users-list-page,"@guestyorg/cross
@guestyorg/okta-groot",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,src/react-app-env.d.ts
users-list-page,"@guestyorg/cross
@guestyorg/okta-groot",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
users-list-page,"@guestyorg/cross
@guestyorg/okta-groot",Require files,Warning,pnpm-lock.yaml is missing,
users-list-page,"@guestyorg/cross
@guestyorg/okta-groot",Require files,Warning,pnpm-workspace.yaml is missing,
users-list-page,"@guestyorg/cross
@guestyorg/okta-groot",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
vendors-list,"@guestyorg/biz-enterprise
@guestyorg/okta-payments",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
vendors-list,"@guestyorg/biz-enterprise
@guestyorg/okta-payments",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc, .eslintignore"
vendors-list,"@guestyorg/biz-enterprise
@guestyorg/okta-payments",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
vendors-list,"@guestyorg/biz-enterprise
@guestyorg/okta-payments",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
vendors-list,"@guestyorg/biz-enterprise
@guestyorg/okta-payments",Require files,Warning,pnpm-lock.yaml is missing,
vendors-list,"@guestyorg/biz-enterprise
@guestyorg/okta-payments",Require files,Warning,pnpm-workspace.yaml is missing,
vendors-list,"@guestyorg/biz-enterprise
@guestyorg/okta-payments",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
vendors-list,"@guestyorg/biz-enterprise
@guestyorg/okta-payments",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
vrbo-lite-page,"@guestyorg/discovery
@guestyorg/odyssey",Detect files,Error,Forbidden files detected in the project,.github/workflows/translate.yml
vrbo-lite-page,"@guestyorg/discovery
@guestyorg/odyssey",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
vrbo-lite-page,"@guestyorg/discovery
@guestyorg/odyssey",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
vrbo-lite-page,"@guestyorg/discovery
@guestyorg/odyssey",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
vrbo-lite-page,"@guestyorg/discovery
@guestyorg/odyssey",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
vrbo-lite-page,"@guestyorg/discovery
@guestyorg/odyssey",Require files,Warning,pnpm-lock.yaml is missing,
vrbo-lite-page,"@guestyorg/discovery
@guestyorg/odyssey",Require files,Warning,pnpm-workspace.yaml is missing,
vrbo-lite-page,"@guestyorg/discovery
@guestyorg/odyssey",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
vrbo-lite-page,"@guestyorg/discovery
@guestyorg/odyssey",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
vrbo-page,@guestyorg/okta-discovery,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
vrbo-page,@guestyorg/okta-discovery,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
vrbo-page,@guestyorg/okta-discovery,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
vrbo-page,@guestyorg/okta-discovery,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
vrbo-page,@guestyorg/okta-discovery,Require files,Warning,pnpm-lock.yaml is missing,
vrbo-page,@guestyorg/okta-discovery,Require files,Warning,pnpm-workspace.yaml is missing,
vrbo-page,@guestyorg/okta-discovery,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
vrbo-page,@guestyorg/okta-discovery,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
vrbo-page,@guestyorg/okta-discovery,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
workflows-page,"@guestyorg/okta-payments
@guestyorg/team_journey",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc
workflows-page,"@guestyorg/okta-payments
@guestyorg/team_journey",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc, .eslintignore"
workflows-page,"@guestyorg/okta-payments
@guestyorg/team_journey",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
workflows-page,"@guestyorg/okta-payments
@guestyorg/team_journey",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
workflows-page,"@guestyorg/okta-payments
@guestyorg/team_journey",Require files,Warning,pnpm-lock.yaml is missing,
workflows-page,"@guestyorg/okta-payments
@guestyorg/team_journey",Require files,Warning,pnpm-workspace.yaml is missing,
workflows-page,"@guestyorg/okta-payments
@guestyorg/team_journey",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
workflows-page,"@guestyorg/okta-payments
@guestyorg/team_journey",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
workflows-page,"@guestyorg/okta-payments
@guestyorg/team_journey",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
yield-management,@guestyorg/okta-jarvis,Detect files,Error,Forbidden files detected in the project,"firebase.json, .firebaserc"
yield-management,@guestyorg/okta-jarvis,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
yield-management,@guestyorg/okta-jarvis,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
yield-management,@guestyorg/okta-jarvis,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
yield-management,@guestyorg/okta-jarvis,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
yield-management,@guestyorg/okta-jarvis,Require files,Warning,pnpm-lock.yaml is missing,
yield-management,@guestyorg/okta-jarvis,Require files,Warning,pnpm-workspace.yaml is missing,
yield-management,@guestyorg/okta-jarvis,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
