Account ID,Account Name,Segment,Package,CSM,Interview Date,Active today,Amenity gap detector,Calendar block monitor,Calendar conflict detector,Check-in readiness command,Cleaning conflict detector,Daily task coverage board,Guest commitment tracker,Inquiry expiry manager,Maintenance block agent,Maintenance tracker,Reservation duplicate detector,Reservation handoff brief,Reservation readiness surfacer,Review to task dispatcher,Risky reservation detector,Stay status reconciler,Team access auditor,Translation gap filler,Vacancy task detector,Weekly operations brief,Negative review challenger,Review response master,Saved reply optimizer,Checkout balance collection,Fee configuration detector,Multi-unit fee detector,Security deposit extender,Tax configuration auditor,Unpaid reservation tracker,Advance deposit checker,Cancelled reservation reconciler,Negative owner revenue detector,Realization window auditor,Listing ownership gap finder,Owner payment details collector,Airbnb quality detector,# Active
672d074b5d71633da624b1cd,Dinbnb AS,Mid-Market,pro,Francesca Pastore,,true,,,,,,V,V,,,V,V,,,,V,,,,,,V,,,,,,,V,V,,V,,,,,,9
688a39588fa2976c485f6736,Stay Hosted,SMB,pro,Giorgia Ruocci,,true,,V,,,,,,V,,V,,,,,,,,,,V,V,,,,,,,,,,,,,,,,5
660c2e42f7df44d3fc2d0744,Sealodge,Mid-Market,pro,William Moal,,true,,V,,,,,,,,,,V,,,,,,,,,V,,,,,,,,,,,,,,,,3
69b40be86ac84405c1474343,GodfroyJP,SMB,pro,Ander Vicente,,true,,,,,,,,,,,,,,,,,,,,V,V,V,V,,,,,,,,,,,,,,4
69f399e1a36ffdd1068688cc,Blue Puffin Stays LTD,Mid-Market,pro,Rafael Merchán,,true,V,V,V,,,,V,V,,V,V,,,,V,,,V,,V,V,,,,V,,,,V,,V,,V,,,V,16
5991c2222f25f40f008571f4,Stay Teal Door LLC,SME,pro,Oscar Nomura,,true,,V,V,V,,,,,,,,,,,V,V,,,,V,V,,,,,,,V,V,V,V,,,,,,11
69c6b51c0280b1bbdb3a1c93,Prestige Property Group LLC,SMB,pro,Lionel Glover,,true,,,,,,,,V,,,V,,,V,,V,,,V,V,V,V,,,,,,,V,,,,,,,,9
626711695f65c40032a8c353,LetStay Rentals,SME,pro,Cameron Gray,,true,,,V,,,,V,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,3
67fefda456bac59fb2d4a05c,Strategic Stays,SMB,pro,Nelson Sing,,true,,,,,,,V,,,,,,,,,,,,,V,V,V,,,V,,,,V,,,,,,,,6
5ef5508f4aeb9c002db8e7ee,Jennys Retreats,Mid-Market,pro,Zoe Jiang,,true,,,,,,,,,,,,,,,V,,,,,,,V,V,,,,,,,,,,,,,,3
69eab390e6a377973f278ed2,Bernard Austin,SMB,pro,Guesty Support,,true,,,,,,,,,,,,,,,V,,,,,,V,V,,,,,V,,,,,,,,,,4
68eea8309b696177c7547460,The Sterling,SMB,pro,Guesty Support,,true,,,V,,,,,,,,,,,,,,,,,,V,V,,,,,,,,,,,,,,,3
672284544199f06343c6ae01,Cozy Cabins Real Estate dba NM Homes & Land,SME,pro,Juan Viana,,true,,,,,,V,,V,,,,,,V,,,V,,V,,,,V,,,,,V,,,V,,,,,,8
65524a7331899e05ee282773,Stay Lowcountry,Mid-Market,pro,Audrey Puylaert,,true,,V,V,V,V,V,V,V,,V,V,V,,V,V,V,V,,V,V,V,V,V,,V,,V,V,V,V,V,,,,,,25
697517b3f85f713d696717ba,Loon’s Nest,SMB,pro,Guesty Support,,true,,,,,,,,V,,,,,,V,V,,,,,V,V,,V,,,,,V,,,,,,,,,7
6667469f1269c78e4944aa4f,LegacyRnR,SME,pro,Tove May,,true,,,,,,,V,V,,,,,,,,,,,,V,V,V,V,,V,,,,V,,,,V,,,,9
64f9cf1dff085db8edf4e64f,HASANI HOLDING AS,SMB,pro,Tove May,,true,,,,,,,,,,,,,,,,,,,,,V,,V,,,,,,,,,,,,,,2
675c9a5aed37dd81125c18fb,PMI Gulf Shores,Mid-Market,pro,Lionel Glover,,false,,,,,,,,,,,,,,,,,,,,,,OFF,,,,,,,,,,,,,,,0
67ce4015e10824fc1571a7ef,Laura Hernandez,SMB,pro,Lionel Glover,,true,,,V,,,,,V,,,,,,,,,,,,,,,,,,,,V,V,,,,,,,,4
68c2ef959cb51e7f413f2ee7,Aloha Vacay,Mid-Market,pro,Audrey Puylaert,,true,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,V,,,,,,2
69e2050784f30b81799ba70c,The Homestead Retreat LTD,SMB,pro,Daniel Sanchez,,true,,,,V,,,OFF,,,,V,,,OFF,,,,,V,V,,V,,,,,,,,,,,,,,,5
687142f1ee9d3298fc2dc4dc,Cradel Haus,SMB,pro,Guesty Support,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,1
6949232ed9832ab7012f5134,Winnewald,SMB,pro,Guesty Support,,true,,,V,,,,,,,,,,,,V,,,,,,V,,,,V,,,,,,,,,,,,4
664cd7b17ece3a46c68c5b09,Bee Cave Mgmt LLC,Mid-Market,pro,Francine Boateng,,true,V,V,V,V,V,V,V,V,V,V,V,V,,V,V,V,V,V,V,V,V,V,V,,V,,V,V,V,V,V,V,V,V,V,V,33
65e28bce402c8274ef5e9c70,Natalie Searcy,SMB,pro,Oscar Rodriguez,,true,,,,,,,,V,,,,,,V,,,,,,,V,V,V,,V,,,V,,,,,,,,,7
699f64a76de897de78fd366a,VueStay - Wisconsin,Enterprise,pro,Devin Holbrook,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,1
699f650f6de897de78fd366c,VueStay - Virginia,Enterprise,pro,Devin Holbrook,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,1
699f63d86de897de78fd3667,VueStay - North Carolina,Enterprise,pro,Devin Holbrook,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,1
699f64dc6de897de78fd366b,VueStay - Michigan,Enterprise,pro,Devin Holbrook,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,1
699f64756de897de78fd3669,VueStay - Massachusetts,Enterprise,pro,Devin Holbrook,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,1
699f62c76de897de78fd3665,VueStay - Maryland,Enterprise,enterprise,Devin Holbrook,,true,,,V,V,,,V,,,,V,V,,,V,V,,,,V,,,,,,,,,V,V,,,,,V,,11
699f64266de897de78fd3668,VueStay - Florida,Enterprise,pro,Devin Holbrook,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,1
699f638f6de897de78fd3666,VueStay - Delaware,Enterprise,pro,Devin Holbrook,,true,,,,V,,,V,,,,V,V,,,V,V,,,,V,,,,,,,,,V,V,V,,,,V,,11
68ade87dc3307ffd38a1c221,VACATIONS CABO,SMB,pro,Austen Bernhardt,,true,,,V,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
58a5d7f18687ec10007b02c4,The Penthouse Apartments at The Hague Tower,Mid-Market,pro,Carla Scimia,,true,,,,,,,V,,,,,,,,,,,,,,V,V,V,,,,,,,,,,,,,,4
6749fb414205b64ae791da69,Steasy,SMB,pro,Daniel Sanchez,,true,,,,,,,,,,,,,,,V,,,,,V,V,,,,,,V,,,,,,,,,,4
671693bf217e6427c3ae8cc5,DropeBnB,Mid-Market,pro,Carla Scimia,,true,,,,,,,,,,,,,,V,,,,,,,V,V,,,,,,,,,,,,,,,3
6217dcfb41123400322fa00e,UNE Homes,SME,pro,Cameron Gray,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,1
660ec21ce668bc86622c542b,CondoRental.com,Mid-Market,pro,Matthew Bonasera,,true,,V,V,,,,V,,,,V,,,,V,,V,,,V,V,V,V,,,,,,,,,,,,,,10
630f97fd6aef4c0032b4ac3a,Zion's Tiny Getaway,Mid-Market,pro,Oscar Nomura,,true,,,,V,,,,,,V,,,,V,,,,,,,V,,,,,,,,,,V,,,,,,5
5cd9b6db24a1ec001f44f091,Ronival Vacation Rentals,Mid-Market,pro,Juan Viana,,true,,V,,,,,V,V,,,,,,,V,,,,,V,V,V,V,,,,,,V,,,,,,,,9
6762f470309e10ff8a2b724b,HostMT,Mid-Market,pro,Francesca Pastore,,true,,,,,,V,,,,V,,,,V,V,,,,,V,,,,,,,,,,,,,,,,,5
691219dbcb495d4f11a100ec,"Norman Hospitality, LLC",SME,pro,Audrey Puylaert,,true,V,V,V,V,V,V,V,V,V,V,V,V,,V,V,V,V,V,V,V,V,,V,,V,V,V,V,V,V,V,V,V,V,V,V,33
67b0cfe85e080b23fd3697e3,Wanderluxe Hospitality,Mid-Market,pro,Tatiana Del Rosario,,true,,,,,V,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
69f25adce330761c405c9409,Vida Pinilla,Mid-Market,pro,Ana Loera,,true,,V,V,V,,V,V,V,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,7
66fc802b05ed3c13a4df464b,"VacayPlay, LLC",SME,pro,Audrey Puylaert,,true,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,1
6373b7c4e3c7f40046a0b231,"Vacation Nest, LLC",SMB,pro,Tatiana Del Rosario,,true,,,,,,,V,V,,,,,,,V,,,,,V,,,V,,,,,,,,,,,,,,5
675c9c6248c41439a1c9762e,Rental Management One,Mid-Market,pro,Matthew Bonasera,,true,,V,,,,,V,,,,,V,,,,,,,V,V,V,V,V,,,,,V,V,,,,,,,,10
60129a280d6c74003082c75c,QF Living Ltd.,Mid-Market,pro,Mattia Peressini,,true,V,V,V,,,,V,V,,V,,,,,V,,,V,,V,V,V,,,,,,,V,,,,,,,V,13
68017d44259cbcdbc6e8c5c3,Lark Mountain Properties,Mid-Market,pro,Matthew Bonasera,,true,V,,V,,,,OFF,,,,,,,,V,,,V,,V,V,V,V,,,,,V,V,,V,,,,,V,12
6920f5a95cd28d883ce2b5b8,US Corporate Housing,SMB,pro,Salome Alvarez,,true,,V,V,V,,,V,V,,,V,V,,V,V,,,,V,V,V,V,V,,V,V,,V,V,,,,,,,,18
681369e779686af4eacd5aac,Dreamhaus Management,Mid-Market,pro,Ambar Jenrette,,true,,,,,,,,V,,,,,,,,,,,,V,V,,,,,,,,,,,,,,,,3
673248b954b397d19ec26e23,Sam Hickling,SMB,pro,Guesty Support,,true,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,1
6931eff4a3d1a005adf060be,Avari - CA,Enterprise,pro,Devin Holbrook,,true,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,V,V,,,,,,3
63c1c1492ed596005d13682c,Villa Paraiso Vacation Rentals,Mid-Market,pro,Oscar Nomura,,true,,V,,,V,,,,,,,,,,,,,,,V,,,,,V,,,,,,,,,,,,4
6876d83bb8a30a41bf5391d4,Flexi-Home,SMB,pro,Daniel Sanchez,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OFF,,0
69e383daaa4cb1bd69a447b8,KIMAE GROUP LTD,SMB,pro,Alejandra Bartrina Soler,,true,,V,,V,,V,,,,,,,,,,,,,,,,,V,,,V,,,V,,,,,,,,6
6751b3a4c07cbe043d294f17,Kaizenpm LTD,Mid-Market,pro,Courtney Trow,,true,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,V,2
68ac4eb3abd6e30d92e15773,Donald,SMB,pro,Ander Vicente,,true,,,,,,,,,,,,,,,,,,,,,V,V,V,,V,,,,,,,,,,,,4
65532d7069069cd90eee7913,Olauda Serviced Accommodation Ltd,SMB,pro,Dana Evans,,true,,,V,,,,,,,,,,,,V,,V,,,,,,,,V,,,,,,,,,,,,4
5ea28fe43cffc6002b181f43,Advante Homes,Enterprise,enterprise,Sharine Duran,,true,,V,V,,,,V,,,,,,,OFF,OFF,,,,,V,OFF,OFF,,,,OFF,,,OFF,,,,,,,V,5
66430b54edfdf84f83ebd3de,Home to Holiday Property Management,Mid-Market,pro,Zoe Jiang,,true,,V,,V,V,V,V,,,V,,V,,,V,,,,V,V,V,V,V,,V,,,V,V,V,,,,,,,17
696169b49c876f0277e174c6,DM Boutique Servicios Turisticos SAPI de CV,Mid-Market,pro,Pablo Paez,,true,,V,V,,,,V,,,,,,,,,,,,,,V,V,,,V,,,,V,,,,,,,,7
69ced58f58f8d501c295eb81,Casago Alaska Retreats,Enterprise,pro,Devin Holbrook,,true,,V,V,V,,V,,V,,V,,V,,,,,,,,V,V,V,V,,V,,,V,V,,V,,,,,,15
66885058f6abdb39ff57b9a9,Nestoria Estates Inc.,Mid-Market,pro,Carlos Villarreal,,true,,,,,,,V,,,,,V,,V,V,,,,V,V,V,,V,,,,,V,V,,V,V,,V,V,V,15
693b32061efcceb4712e31dc,CASAMIA VACATION RENTALS,SMB,pro,Salome Alvarez,,true,,,,,,,,,,,,V,,,,,,,,V,,V,,,,,,,V,,,,,,V,,5
67c8bffc40e1ed4a6dae2921,Coveted Hospitality LLC,Mid-Market,pro,Enjoli Mitchell,,true,,V,V,,,,V,V,,,,,,,V,,V,,V,V,,V,,,,,,,V,,,,,,,,10
697b77ad663b9035ac4ca67f,GoNomad Stays Inc,Mid-Market,pro,Benjamin Lockard,,true,,,,V,,,V,,,,,,,,V,,,,,,,,V,,,,V,,,,,,,,,,5
66d8bd1954b7aad995340e36,hunter sharpe,SMB,pro,Guesty Support,,true,,V,,,,,,,,,,,,,,,,,,,V,V,,,,,,,,,,,,,,,3
65528466e99554ff51d45935,EL Zonte Reservation,Mid-Market,pro,Zafar Khan,,true,,,,,,,,,,,,,,,,,,,,,V,V,,,,,,,,,,,,,,,2
6933421d65ef28ca8e95b019,shardaAirbnb@gmail.com,SMB,pro,Guesty Support,,true,,V,,,,,,V,,,,,,,V,,,,,V,,,,,V,,,,,,,,,,,,5
6a2b54f381a38ee7f65f63e7,Fountain Creek Inn,Mid-Market,pro,Bobby Hilzen,,true,,,,V,,,,,,,V,,,,V,,,,,,V,V,V,,,,V,,,,,,,,V,,8
65c3d7b1491c631d57e0670f,Waterman Hospitality,Mid-Market,pro,Pablo Paez,,true,,,V,,,,,,,,V,,,,,,,,V,,,,,,,,,,,,,,,,,,3
6933734365ef28ca8e95b028,LIENNA COLLECTIVE BY WC LODGING,SME,pro,Francine Boateng,,true,,V,V,V,,,V,,,,,,,V,,,,,,V,V,V,,,,,,,V,V,V,,,,,,11
60b4ed00a32033002e44e4e2,RSB Living / Management,Mid-Market,pro,Alexandra Laframboise,,true,,,V,V,V,V,V,OFF,,V,,V,,V,OFF,V,V,V,,V,V,V,V,,,,V,,V,,,,,,,V,18
6729ac9c5d71633da624b106,Lake Tekapo Accommodation,SMB,pro,Nelson Sing,,true,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6750c6053ca23fef572f9de4,Ratito,SMB,pro,Tatiana Del Rosario,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,V,,,,,,,V,3
5f5817942d83ee002da7dc15,Tasman,Mid-Market,pro,Daniela Collazo,,true,,V,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,2
68d1d4e4c98fd7dbce25fa66,Daugherty Management,SME,pro,Enjoli Mitchell,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,1
698e53ac9ac3e61b0163e77a,Sun Haven Collection,Mid-Market,pro,Francine Boateng,,true,,,,,,,,,,,,,,,V,,,,V,,,,V,,,,,,,,,,,,,,3
6412f0c0f15801002b288926,West Indies Vacation Rentals,SME,pro,Cameron Gray,,true,,,,,,,,,,,,,,,V,,V,,,V,V,,V,,,,,,V,,,,,,,V,7
68f7bdbc9b696177c75476db,Green Gables Beach Resort,SMB,pro,Guesty Support,,true,,V,,,,V,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,3
67118388fc9341e121e3db05,TAIMS Inc,Mid-Market,pro,Oscar Rodriguez,,true,,,,,,V,V,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,3
5de7976377602c001f7e044b,Jenny Ellinas,Mid-Market,pro,Carla Scimia,,true,,V,,OFF,,,V,,,,,,,,,,,,,V,,,,,,,,,V,V,,,,,,,5
667eee524bd396ee968c2e10,Paradise Coast Vacations LLC,Mid-Market,pro,Guesty Support,,true,V,,,V,V,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,4
642dd0f7b7f8d900a267c529,Florida Dreams,Mid-Market,pro,Juan Viana,,true,,V,V,V,V,V,V,V,V,V,V,V,,V,V,V,V,,V,V,V,V,V,,V,V,V,V,V,,,,,,V,,26
69cbd1e27d4a36773469e305,Residences Louis,Mid-Market,pro,William Moal,,true,,V,V,V,,V,V,V,,,V,V,,V,V,V,,,OFF,V,V,V,V,,,,,,V,,,,,,,,16
690189bf32feafcbded99af2,Mavari Stays,SMB,pro,Guesty Support,,true,,V,,V,,,V,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,4
67d82e8b7468c0a23a028306,Central Belfast Apartments,SME,pro,Francesca Pastore,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,1
636a8f051ade3b003b360f99,Zuma Property Management,Mid-Market,pro,Josue Paredes,,true,,,,V,,,V,,,,,V,,,,,,,,V,V,V,,,,,,,V,,,,,,,,7
686d6efd848cfe372d8d3424,Hostie Vacation Rentals,SME,pro,Josue Paredes,,true,,V,,V,,,V,,,,,V,,,V,,,,,V,,,V,,V,,,V,V,,,,,,,,10
66e47b69915df9ce68b0be45,Five Star Hospitality,SME,pro,Audrey Puylaert,,false,,,,,,,,,,,,,,,OFF,,,,,,,,,,,,,,,,,,,,,,0
69694921f24cfa0b4835f5d6,Louis Villas,Mid-Market,pro,Dana Evans,,true,,,,,,,,,,,,,,,,,,,,,,V,V,,,,,,,,,,,,,,2
67b8879940e1ed4a6dae23d2,Check In Conciergerie,Mid-Market,pro,William Moal,,true,,V,V,,,V,,,,,V,,,,V,,,,V,,OFF,,,,,,,,,,,,,,,,6
6691731ff6abdb39ff57bbc6,DreamStay Vacation Rentals,Mid-Market,pro,Ana Loera,,true,V,,V,,,V,V,V,,OFF,V,,,,V,,V,,,,V,V,V,,,,,,,,V,,,,,,12
5ef3d1c8d3d96e002c5c8ccf,Wyo Stays,Mid-Market,pro,Oscar Nomura,,true,V,V,V,V,,,V,,,,V,V,,V,V,,V,V,V,V,V,V,V,,V,,,,V,,V,,,V,,V,21
5acb8f33ce50c4002cb2dc16,DUNABNB,Enterprise,enterprise,Steven Brumwell,,true,,,,,,,V,,,,,,,,,,,,,,V,,V,,,,,,,,,,,,,,3
6a32ac0cdf13a890fa85e19c,Tracey Donohue,SMB,pro,Andrew Montgomery,,true,,V,V,,V,V,,V,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,6
69a1eaf9f879ec73b0757752,Iron Horse Property Management,Mid-Market,pro,Juan Viana,,true,,V,V,,,,,,,,,,,,,,,,,,,,,,,,,,,V,V,,,,,,4
691e139f71b66982c92f418d,Jamcae Limited,Mid-Market,pro,Juan Viana,,true,,V,,,,V,V,,,V,,V,,V,,,,,,V,V,V,,,,,,,V,,V,,,,,,11
64bee42b3f036daed8133ba2,"Centennial Properties, LLC",Mid-Market,pro,Guesty Support,,true,,,V,,,,V,,,,,,,,,,,,,,V,,,,V,,,,,,,,,,,,4
6426dac3a3b9e3003b588f7f,NXT LA JOLLA VACATION,SME,pro,Tatiana Figueroa,,true,,,,,,,,,,,,,,,,,V,,,V,,,,,V,,,,,V,,,,,,,4
65b120e0445f7f0a56c2a4ab,Adlene DJEKIREF,SMB,pro,Guesty Support,,true,,,,,,,,,,,,,,,,,,,,,V,V,V,,,,,,,,,,,,,,3
697b996997c71aa6720b0e0c,Duke House,SMB,pro,Giorgia Ruocci,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,1
681cab9c79686af4eacd5d9a,Antoine Bretagne,SME,pro,Joaquin Benitez,,true,,V,V,,,,V,V,,,,V,,V,V,,,,,,V,,V,,,,,,V,,,,,,,,10
6782ca9357409f7f586a3059,Boulevard Stays,SME,pro,Stacy Wesson,,true,,,,,,,V,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,2
64c3820cb1427f038022f6e2,"INTER CORVETA - INVESTIMENTOS, LDA",Mid-Market,pro,Rafael Merchán,,false,,,,,,,,,,,,,,,OFF,,,,,,,,,,,,,,,,,,,,,,0
6859b434101680b2a9316647,Sam's Estates LLC,SMB,pro,Guesty Support,,true,,,,,,V,V,V,,V,,,,V,V,,,,,V,V,,,,V,,,,,,V,,,,,,10
677f9b0a57409f7f586a2ead,BEST OF BEDZ,SMB,pro,Guesty Support,,true,,V,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,3
63110313837cff0035062c85,Brentwood Property Group,Mid-Market,pro,Benjamin Lockard,,true,V,,,,,,V,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,3
679c2c88f6fab777ee05be5c,PMI Coastal GA,Mid-Market,pro,Tove May,,true,,,,,,,V,V,,,V,,,,,,,,,,V,V,V,,,,,,V,V,V,V,V,,,,11
6760632b8273ca1f01cfdf58,PMI Metro Lakes,Mid-Market,pro,Tove May,,true,V,V,V,V,,V,V,V,,V,V,V,,V,V,V,,V,,V,V,V,V,,V,,V,V,V,V,V,V,,,,V,26
5bbe1ed205fbeb0039803eb3,Hom Group,SME,pro,Pablo Paez,,true,,V,V,OFF,,,V,,,,V,OFF,,V,V,,,,V,,V,V,V,,,,V,V,V,,,,,,V,,14
5ca75ba6e2a6e700216d3ef2,Seven Living,Mid-Market,pro,Courtney Trow,,true,V,,,OFF,,V,OFF,,,V,,V,,,V,,,,,V,V,,V,,,,,,V,,,,,,,V,10
675ae13b116364e5fd4c789d,Landluft,Mid-Market,pro,Joaquin Benitez,,true,,,,,,,V,V,,,,,,,V,,,,,V,,V,V,,,,,,V,,V,,,,,,8
5ba205af9baa82003848b96b,Hotelyzer Agency,Enterprise,enterprise,Joaquin Benitez,,false,,,,,,,,,,,,,,,,,,,,,,OFF,,,,,,,,,,,,,,,0
66043c52247091eed0a3d66c,Honey Hospitality Group,SMB,pro,Carlos Noriega,,true,V,,,,,,V,,,,,,,,V,,,,,,,,V,,,,,,,,,,,,,V,5
6913ab1c0980931b942a0745,Rental Ready Property Mgt,SMB,pro,Carlos Noriega,,true,,V,V,,,,V,,,,V,,,V,V,V,,,,,V,,V,,,,,,V,,,,,,,,10
63c67169bb629e00406998dd,Silverkey Management Ltd,Mid-Market,pro,Rafael Merchán,,true,,V,V,,,V,V,V,,V,V,V,,V,,V,,,V,V,V,V,,,,V,,,V,,,,,,,,16
5ba2a73430b511003e11d482,ENVITAE Luxury Apartment Stays,SME,pro,Audrey Puylaert,,true,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6a1ac353c1d5178828685f94,Manpeksha Hospitality LLP,SMB,pro,Katherine Ting,,true,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
68f14fa5e4f9efbe702b8d87,Matignon Homes,SMB,pro,Daniel Sanchez,,true,,,,,,,V,,,,,,,V,V,,,,,V,V,V,V,,,,,,,,,,,,,,7
67ec021cc8b52d834dcb8dd7,Flyp Homes LTD,SME,pro,Steven Brumwell,,true,V,V,,,,,V,,,,V,V,,,V,,V,,,,V,,V,,V,,,,V,,,,,,,V,12
682b934c9bf7f8c07ec24075,HomeSuiteHome,SMB,pro,Guesty Support,,true,,,,,,,,,,,,,,,,,,,,,V,OFF,,,,,,,,,,,,,,V,2
6875189fb8a30a41bf53911b,Chiva Immobilien UG,SMB,pro,Guesty Support,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,1
67af4c9c5b4426a330040187,EnjoyApartments,Mid-Market,pro,Mattia Peressini,,true,,,,V,,,V,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,3
64ad29a375ac96002da6983a,BaliSuperHost,Enterprise,enterprise,Zoe Jiang,,true,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,1
695dcfdb244d66a02e325ed6,Arvia Living,SMB,pro,Katherine Ting,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,1
6392dbd3301a54004461843f,NaiBnB,Enterprise,enterprise,Zoe Jiang,,true,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,V,,,,,,,,2
6798010e08ad1c127b6c4a8a,Boughton Hill Partners LLC,SMB,pro,Guesty Support,,true,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,1
6a2849e70e4fbff260e57378,Somos Fonte,SMB,pro,Guesty Support,,true,,,,,,,V,,,,V,V,,V,V,,V,,V,V,V,V,V,,V,,,,V,,V,,,,V,,15
663d19c406cb7b952c750922,Recreation Stays,SME,pro,Cameron Gray,,true,,,,,,,,V,,,,,,,,,,,,V,V,,,,V,V,,V,V,,,,,,,,7
6776f8cc309e10ff8a2b79e3,Dancing Palms Vacations,Mid-Market,pro,Austen Bernhardt,,true,,,,,,,V,V,,V,,,,V,V,,,,V,V,,V,V,,,,V,V,V,,V,,,,,,13
67198267fb727774adaece80,Lodgism,Mid-Market,pro,Diana Chalita,,true,,,V,,,,V,V,,,V,V,,,V,V,,,,V,V,,,,V,,,V,V,V,V,,,,,,14
659d97c777440fcc52e7c5a5,Carson Jory,SMB,pro,Katherine Ting,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,1
69c1cfd24a4da1c92d8bc58b,KeyOra Property Management LLC,SMB,pro,Tatiana Del Rosario,,true,,V,V,,,V,V,V,V,V,V,V,,,V,V,V,,V,V,V,V,V,,V,V,,,V,,V,,,,V,,22
6a01229424db941f82ec00a2,Hosts on the Coast 2021 Ltd,Mid-Market,pro,Zoe Jiang,,true,,V,V,,V,V,V,V,V,V,V,V,,V,V,V,V,,V,V,V,V,V,,V,V,V,V,V,,,,,,V,,25
689eef8705a59cdc4ff3032a,Gough Groves,SMB,pro,Ander Vicente,,true,,,,,,,,,,,,,,,V,,V,,,V,,,,,,,,,,,V,,,,,,4
656e7731431434b7f615ce1e,Comprende Short Stays,Mid-Market,pro,Rebecca Virgin,,true,V,,,,,V,V,V,,,,V,,V,V,,,,V,V,,V,V,,,,,,,,,,,,,V,12
695474ec3b2d1f36d1b33d6a,Avaya Collective Ltd,SMB,pro,Salome Alvarez,,true,,,,,,,,,,,,,,,,,,,,V,,V,,,,,,,V,,,,,,,,3
6a3bb358ed54d9abdbeacf23,KOVA,Mid-Market,pro,Joaquin Benitez,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,1
67f0090d48a9aa094fae1a63,Villa Coral LLC,SMB,pro,Guesty Support,,true,,,,,,,,,,,,,,,,,,,,,,V,V,,,,,,,,,,,,,,2
68bece295ae37cf73089f962,Zach Soder,SMB,pro,Tatiana Del Rosario,,true,,V,,,,,,,,,,,,,,,,,,,V,V,V,,V,,,,,,,,,,,,5
67b793cf40e1ed4a6dae237e,South Padre Island Trips,Mid-Market,pro,Stacy Wesson,,true,V,V,V,V,,V,V,,,,V,,,,V,,V,V,,V,V,,,,V,,,,V,V,,,,,,V,16
69e5f116217d05d0a62085fa,Alpha Apartments,SMB,pro,Giorgia Ruocci,,true,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,1
691b25d6480d366aee7b7861,Wanderlust,SMB,pro,Guesty Support,,true,,,,,,,,,,,,,,V,V,,,,,V,,,,,,,,,,,,,,,,,3
69d0cf5ac1b1f5b42ebc9d61,Gesturis Srls Unipersonale,Mid-Market,pro,Carla Scimia,,true,V,,,,,,,,,,,V,,,V,,,V,,,V,V,V,,V,,,V,V,,V,,,,,V,12
