Account ID,Account Name,Package,Segment,Active paying account,HQ type,Agent Category,Agent Name,Agent Active,Agent Created At,Agent Run Completed At,Agent Run Status,Agent Run Output
69cbd1e27d4a36773469e305,Residences Louis,pro,Mid-Market,true,,OPERATIONS,Check-in readiness,true,"Jul 22, 2026, 2:00:45 PM","Jul 22, 2026, 4:39:16 PM",FAILED,Agent execution failed
69cbd1e27d4a36773469e305,Residences Louis,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 2:01:06 PM","Jul 22, 2026, 10:38:53 PM",DONE,No inquiries were scanned in this sweep.
69cbd1e27d4a36773469e305,Residences Louis,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 2:01:06 PM","Jul 22, 2026, 6:38:55 PM",DONE,"Scanned 0 inquiries, no action needed."
67f939f356bac59fb2d49eea,MyLocTravel,pro,SME,true,,OPERATIONS,Maintenance block agent,true,"Jul 22, 2026, 2:06:40 PM","Jul 22, 2026, 8:39:11 PM",DONE,Failed No maintenance tasks were scanned; unable to process.
67f939f356bac59fb2d49eea,MyLocTravel,pro,SME,true,,OPERATIONS,Maintenance block agent,true,"Jul 22, 2026, 2:06:40 PM","Jul 22, 2026, 7:39:03 PM",DONE,Failed No maintenance tasks were scanned.
67f939f356bac59fb2d49eea,MyLocTravel,pro,SME,true,,OPERATIONS,Maintenance block agent,true,"Jul 22, 2026, 2:06:40 PM","Jul 22, 2026, 6:39:06 PM",DONE,Done No maintenance blocks needed: all listings already in the right state.
67f939f356bac59fb2d49eea,MyLocTravel,pro,SME,true,,OPERATIONS,Maintenance block agent,true,"Jul 22, 2026, 2:06:40 PM","Jul 22, 2026, 5:39:29 PM",DONE,Failed No maintenance tasks were scanned; unable to process maintenance blocks.
67f939f356bac59fb2d49eea,MyLocTravel,pro,SME,true,,OPERATIONS,Maintenance block agent,true,"Jul 22, 2026, 2:06:40 PM","Jul 22, 2026, 4:39:17 PM",DONE,Failed No maintenance tasks were scanned; unable to process maintenance blocks.
67f939f356bac59fb2d49eea,MyLocTravel,pro,SME,true,,OPERATIONS,Maintenance block agent,true,"Jul 22, 2026, 2:06:40 PM","Jul 22, 2026, 3:39:08 PM",DONE,Failed No maintenance tasks were scanned; unable to process maintenance blocks.
650c88e747b48b04df2869ed,Book Our Place,pro,Enterprise,true,,COMMUNICATIONS,Negative review challenger,true,"Jul 22, 2026, 2:07:27 PM","Jul 22, 2026, 4:39:33 PM",DONE,No eligible bad reviews in the last 24 hours; nothing to review.
67f939f356bac59fb2d49eea,MyLocTravel,pro,SME,true,,OPERATIONS,Risky reservation detector,true,"Jul 22, 2026, 2:08:16 PM","Jul 22, 2026, 10:41:19 PM",DONE,"Scored 40 reservations; 2 flagged as High risk, Administration tasks created."
67f939f356bac59fb2d49eea,MyLocTravel,pro,SME,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:09:37 PM","Jul 22, 2026, 10:39:11 PM",DONE,Done 1 reply posted automatically; 4 reviews processed: Airbnb 5-star accommodation review handled.
67f939f356bac59fb2d49eea,MyLocTravel,pro,SME,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:09:37 PM","Jul 22, 2026, 6:39:00 PM",FAILED,Agent execution failed
6a43c7b651a9cc0a45fe28d0,Saxon Stays,pro,SMB,false,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:09:59 PM","Jul 22, 2026, 11:39:23 PM",DONE,Done No reviews to process: Scanned 0 reviews.
6a43c7b651a9cc0a45fe28d0,Saxon Stays,pro,SMB,false,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:09:59 PM","Jul 22, 2026, 7:39:00 PM",FAILED,Agent execution failed
6a43c7b651a9cc0a45fe28d0,Saxon Stays,pro,SMB,false,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:09:59 PM","Jul 22, 2026, 3:38:59 PM",FAILED,Agent execution failed
6a43c7b651a9cc0a45fe28d0,Saxon Stays,pro,SMB,false,,OPERATIONS,Risky reservation detector,true,"Jul 22, 2026, 2:10:43 PM","Jul 22, 2026, 11:39:21 PM",DONE,"Scored 2 reservations; all scored Low or Medium, no action needed."
68d3f85f455d7fda436117ed,"West Elm Properties, LLC",pro,SMB,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:11:28 PM","Jul 22, 2026, 9:39:04 PM",DONE,"Scanned 1 listing, no double bookings detected."
68d3f85f455d7fda436117ed,"West Elm Properties, LLC",pro,SMB,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:11:28 PM","Jul 22, 2026, 5:39:14 PM",DONE,No double bookings detected across scanned listings.
650c88e747b48b04df2869ed,Book Our Place,pro,Enterprise,true,,FINANCE,Unpaid reservation tracker,true,"Jul 22, 2026, 2:12:21 PM","Jul 22, 2026, 11:36:19 PM",DONE,"```json
{""short"":""Action needed 72 reservations flagged with $220,822.48 underpaid: Scanned 305 reservations; review before month-end close."",""long"":""This month's unpaid reservation scan evaluated 305"
650c88e747b48b04df2869ed,Book Our Place,pro,Enterprise,true,,OPERATIONS,Weekly Operation Brief,true,"Jul 22, 2026, 2:12:31 PM","Jul 22, 2026, 2:32:09 PM",DONE,"Last week was solid on bookings with 82 check-ins, but you've got 300 open tasks stacking up that need attention."
6a43c7b651a9cc0a45fe28d0,Saxon Stays,pro,SMB,false,,OPERATIONS,Check-in readiness,true,"Jul 22, 2026, 2:13:12 PM","Jul 22, 2026, 5:39:07 PM",DONE,Today's check-in readiness run could not be completed; review any imminent check-ins manually.
6a43c7b651a9cc0a45fe28d0,Saxon Stays,pro,SMB,false,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 2:14:18 PM","Jul 22, 2026, 11:39:23 PM",DONE,"Scanned 1 inquiry, no action required."
6a43c7b651a9cc0a45fe28d0,Saxon Stays,pro,SMB,false,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 2:14:18 PM","Jul 22, 2026, 7:39:00 PM",DONE,"Scanned 1 inquiry, none required action."
6a43c7b651a9cc0a45fe28d0,Saxon Stays,pro,SMB,false,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 2:14:18 PM","Jul 22, 2026, 3:39:16 PM",DONE,"Scanned 1 inquiry, none required action."
68d3f85f455d7fda436117ed,"West Elm Properties, LLC",pro,SMB,true,,OPERATIONS,Risky reservation detector,true,"Jul 22, 2026, 2:15:09 PM","Jul 22, 2026, 5:39:37 PM",DONE,"Scored 7 reservations; all scored Low or Medium, no action needed."
650c88e747b48b04df2869ed,Book Our Place,pro,Enterprise,true,,COMMUNICATIONS,Saved replies optimizer,true,"Jul 22, 2026, 2:16:12 PM","Jul 22, 2026, 11:48:11 PM",DONE,Done **All 47 templates reviewed and in good shape**: 846 saved replies across 47 listings.
650c88e747b48b04df2869ed,Book Our Place,pro,Enterprise,true,,OPERATIONS,Review to task dispatcher,true,"Jul 22, 2026, 2:16:33 PM","Jul 22, 2026, 4:39:25 PM",DONE,No bad reviews in the last 24 hours; no maintenance action needed.
650c88e747b48b04df2869ed,Book Our Place,pro,Enterprise,true,,OPERATIONS,Reservation handoff brief,true,"Jul 22, 2026, 2:17:29 PM","Jul 22, 2026, 3:39:29 PM",DONE,"16 reservations arriving July 22-23, 2026. Multiple guests have unpaid balances totaling over $16,000 and several have not completed pre-check-in."
67ed5031c8b52d834dcb8e47,Studio Lovecchio s.r.o.,pro,SMB,true,,OPERATIONS,Check-in readiness,true,"Jul 22, 2026, 2:18:54 PM","Jul 22, 2026, 4:39:34 PM",DONE,Today's check-in readiness run could not be completed; review any imminent check-ins manually.
650c88e747b48b04df2869ed,Book Our Place,pro,Enterprise,true,,OPERATIONS,Maintenance tracker,true,"Jul 22, 2026, 2:19:05 PM","Jul 22, 2026, 11:34:36 PM",DONE,Done **No maintenance tasks in the last 60 days**: 0 properties flagged.
67ed5031c8b52d834dcb8e47,Studio Lovecchio s.r.o.,pro,SMB,true,,OPERATIONS,Maintenance block agent,true,"Jul 22, 2026, 2:19:44 PM","Jul 22, 2026, 8:39:01 PM",DONE,Failed No maintenance tasks were scanned; unable to process maintenance blocks.
67ed5031c8b52d834dcb8e47,Studio Lovecchio s.r.o.,pro,SMB,true,,OPERATIONS,Maintenance block agent,true,"Jul 22, 2026, 2:19:44 PM","Jul 22, 2026, 7:39:10 PM",DONE,Failed No maintenance tasks were scanned; unable to process maintenance blocks.
67ed5031c8b52d834dcb8e47,Studio Lovecchio s.r.o.,pro,SMB,true,,OPERATIONS,Maintenance block agent,true,"Jul 22, 2026, 2:19:44 PM","Jul 22, 2026, 6:39:17 PM",DONE,Failed No maintenance tasks were scanned; unable to process maintenance blocks.
67ed5031c8b52d834dcb8e47,Studio Lovecchio s.r.o.,pro,SMB,true,,OPERATIONS,Maintenance block agent,true,"Jul 22, 2026, 2:19:44 PM","Jul 22, 2026, 5:39:07 PM",DONE,Failed No maintenance tasks were scanned; unable to process maintenance blocks.
67ed5031c8b52d834dcb8e47,Studio Lovecchio s.r.o.,pro,SMB,true,,OPERATIONS,Maintenance block agent,true,"Jul 22, 2026, 2:19:44 PM","Jul 22, 2026, 4:39:11 PM",DONE,Failed No maintenance tasks were scanned; check for data availability.
67ed5031c8b52d834dcb8e47,Studio Lovecchio s.r.o.,pro,SMB,true,,OPERATIONS,Maintenance block agent,true,"Jul 22, 2026, 2:19:44 PM","Jul 22, 2026, 3:39:17 PM",DONE,Failed No maintenance tasks were scanned.
67ed5031c8b52d834dcb8e47,Studio Lovecchio s.r.o.,pro,SMB,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:20:15 PM","Jul 22, 2026, 10:39:12 PM",DONE,Done: No reviews scanned
67ed5031c8b52d834dcb8e47,Studio Lovecchio s.r.o.,pro,SMB,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:20:15 PM","Jul 22, 2026, 6:39:09 PM",FAILED,Agent execution failed
6022d42230650c0031bc91c1,ULIV,enterprise,Enterprise,true,,OPERATIONS,Calendar block monitor,true,"Jul 22, 2026, 2:20:16 PM","Jul 22, 2026, 2:20:53 PM",DONE,"Scanned 1 block event, no issues found."
67ed5031c8b52d834dcb8e47,Studio Lovecchio s.r.o.,pro,SMB,true,,OPERATIONS,Risky reservation detector,true,"Jul 22, 2026, 2:20:39 PM","Jul 22, 2026, 10:39:13 PM",DONE,"Scored 2 reservations; all scored Low or Medium, no action needed."
650c88e747b48b04df2869ed,Book Our Place,pro,Enterprise,true,,OPERATIONS,Daily task coverage board,true,"Jul 22, 2026, 2:20:41 PM","Jul 22, 2026, 11:35:04 PM",DONE,Done **Coverage complete for next 48 hours**: no gaps in task assignment.
650c88e747b48b04df2869ed,Book Our Place,pro,Enterprise,true,,OPERATIONS,Daily task coverage board,true,"Jul 22, 2026, 2:20:41 PM","Jul 22, 2026, 3:39:06 PM",DONE,Done **Coverage complete**: all tasks within 48 hours are scheduled and accepted.
650c88e747b48b04df2869ed,Book Our Place,pro,Enterprise,true,,OPERATIONS,Commitment keeper,true,"Jul 22, 2026, 2:21:21 PM","Jul 22, 2026, 3:39:51 PM",DONE,"Scanned 126 reservations; 7 have open commitments, 5 notes posted and 2 could not be posted."
650c88e747b48b04df2869ed,Book Our Place,pro,Enterprise,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:22:24 PM","Jul 22, 2026, 11:39:12 PM",DONE,"Scanned 1 listing, no double booking conflicts detected."
650c88e747b48b04df2869ed,Book Our Place,pro,Enterprise,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:22:24 PM","Jul 22, 2026, 7:39:10 PM",DONE,Scanned 5 listings on 2026-07-22. No double bookings detected.
650c88e747b48b04df2869ed,Book Our Place,pro,Enterprise,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:22:24 PM","Jul 22, 2026, 3:39:17 PM",FAILED,Agent execution failed
697d0e1c663b9035ac4ca73c,Brightwater Residences,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:22:34 PM","Jul 23, 2026, 12:39:12 AM",DONE,Double booking scan completed with zero listings checked.
697d0e1c663b9035ac4ca73c,Brightwater Residences,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:22:34 PM","Jul 22, 2026, 8:39:00 PM",DONE,No double bookings detected across scanned listings.
697d0e1c663b9035ac4ca73c,Brightwater Residences,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:22:34 PM","Jul 22, 2026, 4:39:18 PM",DONE,"Scanned 2 listings, found no double booking conflicts."
650c88e747b48b04df2869ed,Book Our Place,pro,Enterprise,true,,ACCOUNTING,Advance deposit checker,true,"Jul 22, 2026, 2:23:53 PM","Jul 22, 2026, 11:35:11 PM",DONE,Action needed 15 reservations with outstanding advanced deposits: 72 scanned this period.
66eaf97726dd45c415d4bb2a,VANDERGOTEN REAL ESTATE SL,pro,SMB,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:23:59 PM","Jul 22, 2026, 10:38:52 PM",DONE,No double bookings detected across scanned listings.
66eaf97726dd45c415d4bb2a,VANDERGOTEN REAL ESTATE SL,pro,SMB,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:23:59 PM","Jul 22, 2026, 6:38:55 PM",DONE,Double-booking resolver scan completed with no conflicts found.
6a4282e451a9cc0a45fe284d,Jose Miguel Chavarria Mugica,pro,Mid-Market,false,,OPERATIONS,Check-in readiness,true,"Jul 22, 2026, 2:24:06 PM","Jul 22, 2026, 4:39:29 PM",DONE,Reviewed 2 reservations checking in within the next 24 hours; 2 need attention.
697d0e1c663b9035ac4ca73c,Brightwater Residences,pro,Mid-Market,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:24:18 PM","Jul 23, 2026, 12:39:12 AM",DONE,Done: No reviews scanned in this run.
697d0e1c663b9035ac4ca73c,Brightwater Residences,pro,Mid-Market,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:24:18 PM","Jul 22, 2026, 8:39:13 PM",FAILED,Agent execution failed
697d0e1c663b9035ac4ca73c,Brightwater Residences,pro,Mid-Market,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:24:18 PM","Jul 22, 2026, 4:39:04 PM",FAILED,Agent execution failed
66eaf97726dd45c415d4bb2a,VANDERGOTEN REAL ESTATE SL,pro,SMB,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 2:24:19 PM","Jul 22, 2026, 10:39:14 PM",DONE,"Scanned 0 inquiries, no action required."
66eaf97726dd45c415d4bb2a,VANDERGOTEN REAL ESTATE SL,pro,SMB,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 2:24:19 PM","Jul 22, 2026, 6:39:23 PM",DONE,"Scanned 0 inquiries, no action taken."
697d0e1c663b9035ac4ca73c,Brightwater Residences,pro,Mid-Market,true,,OPERATIONS,Risky reservation detector,true,"Jul 22, 2026, 2:24:38 PM","Jul 22, 2026, 4:39:21 PM",FAILED,Agent execution failed
697d0e1c663b9035ac4ca73c,Brightwater Residences,pro,Mid-Market,true,,OPERATIONS,Check-in readiness,true,"Jul 22, 2026, 2:25:06 PM","Jul 22, 2026, 10:39:05 PM",FAILED,Agent execution failed
68b99af38478fbf609aac925,Natig Sh,pro,SMB,false,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:30:14 PM","Jul 23, 2026, 12:39:18 AM",DONE,No double bookings detected in today's scan.
68b99af38478fbf609aac925,Natig Sh,pro,SMB,false,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:30:14 PM","Jul 22, 2026, 8:39:10 PM",DONE,One listing checked; no double bookings found.
68b99af38478fbf609aac925,Natig Sh,pro,SMB,false,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:30:14 PM","Jul 22, 2026, 4:38:57 PM",DONE,Scan completed with no listings checked and no conflicts found.
65d5bbc248d51cec4f27c6bc,Double kaylee,pro,SMB,true,,OPERATIONS,Risky reservation detector,true,"Jul 22, 2026, 2:31:53 PM","Jul 22, 2026, 9:40:00 PM",DONE,"Scored 15 reservations; all scored Low or Medium, no action needed."
67fea5eb259cbcdbc6e8c4ec,Whistler Platinum,pro,SME,true,,ACCOUNTING,Advance deposit checker,true,"Jul 22, 2026, 2:31:54 PM","Jul 22, 2026, 2:33:17 PM",DONE,Action needed **14 reservations with outstanding advanced deposits**: 51 scanned this period.
68b99af38478fbf609aac925,Natig Sh,pro,SMB,false,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 2:32:01 PM","Jul 23, 2026, 12:39:03 AM",FAILED,Agent execution failed
68b99af38478fbf609aac925,Natig Sh,pro,SMB,false,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 2:32:01 PM","Jul 22, 2026, 8:39:11 PM",DONE,"Scanned 0 inquiries, no action needed."
68b99af38478fbf609aac925,Natig Sh,pro,SMB,false,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 2:32:01 PM","Jul 22, 2026, 4:39:08 PM",DONE,"Scanned 0 inquiries, no action required."
65d5bbc248d51cec4f27c6bc,Double kaylee,pro,SMB,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:32:03 PM","Jul 22, 2026, 9:38:56 PM",DONE,Done: No reviews scanned in this run.
65d5bbc248d51cec4f27c6bc,Double kaylee,pro,SMB,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:32:03 PM","Jul 22, 2026, 5:39:15 PM",FAILED,Agent execution failed
66639bcf7e5a5aa7f2054d6f,HG - San Diego Short Term Rental Management,pro,Enterprise,true,hq_child,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:32:33 PM","Jul 22, 2026, 11:39:31 PM",DONE,"Scanned 2 listings, no double bookings detected."
66639bcf7e5a5aa7f2054d6f,HG - San Diego Short Term Rental Management,pro,Enterprise,true,hq_child,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:32:33 PM","Jul 22, 2026, 7:39:02 PM",DONE,Scanned 1 listing; no double bookings detected.
66639bcf7e5a5aa7f2054d6f,HG - San Diego Short Term Rental Management,pro,Enterprise,true,hq_child,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:32:33 PM","Jul 22, 2026, 3:39:06 PM",DONE,Scanned 2 listings; no double bookings detected.
65d5bbc248d51cec4f27c6bc,Double kaylee,pro,SMB,true,,OPERATIONS,Check-in readiness,true,"Jul 22, 2026, 2:32:59 PM","Jul 22, 2026, 3:39:17 PM",DONE,Reviewed 8 reservations checking in within the next 24 hours; all 8 need attention.
66639bcf7e5a5aa7f2054d6f,HG - San Diego Short Term Rental Management,pro,Enterprise,true,hq_child,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 2:33:13 PM","Jul 22, 2026, 11:39:12 PM",DONE,No inquiries were scanned in this sweep.
66639bcf7e5a5aa7f2054d6f,HG - San Diego Short Term Rental Management,pro,Enterprise,true,hq_child,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 2:33:13 PM","Jul 22, 2026, 7:39:00 PM",DONE,"Scanned 0 inquiries, no action needed."
66639bcf7e5a5aa7f2054d6f,HG - San Diego Short Term Rental Management,pro,Enterprise,true,hq_child,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 2:33:13 PM","Jul 22, 2026, 3:39:10 PM",FAILED,Agent execution failed
66639bcf7e5a5aa7f2054d6f,HG - San Diego Short Term Rental Management,pro,Enterprise,true,hq_child,COMMUNICATIONS,Negative review challenger,true,"Jul 22, 2026, 2:33:24 PM","Jul 22, 2026, 4:39:18 PM",DONE,No eligible bad reviews in the last 24 hours; nothing to review.
68b99af38478fbf609aac925,Natig Sh,pro,SMB,false,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:33:49 PM","Jul 23, 2026, 12:39:07 AM",DONE,Done: No reviews scanned in this run.
68b99af38478fbf609aac925,Natig Sh,pro,SMB,false,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:33:49 PM","Jul 22, 2026, 8:39:05 PM",FAILED,Agent execution failed
68b99af38478fbf609aac925,Natig Sh,pro,SMB,false,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:33:49 PM","Jul 22, 2026, 4:39:07 PM",FAILED,Agent execution failed
66639bcf7e5a5aa7f2054d6f,HG - San Diego Short Term Rental Management,pro,Enterprise,true,hq_child,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:33:58 PM","Jul 22, 2026, 11:39:00 PM",DONE,Done: No reviews scanned in this run.
66639bcf7e5a5aa7f2054d6f,HG - San Diego Short Term Rental Management,pro,Enterprise,true,hq_child,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:33:58 PM","Jul 22, 2026, 7:39:15 PM",FAILED,Agent execution failed
66639bcf7e5a5aa7f2054d6f,HG - San Diego Short Term Rental Management,pro,Enterprise,true,hq_child,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:33:58 PM","Jul 22, 2026, 3:39:07 PM",FAILED,Agent execution failed
66639bcf7e5a5aa7f2054d6f,HG - San Diego Short Term Rental Management,pro,Enterprise,true,hq_child,OPERATIONS,Review to task dispatcher,true,"Jul 22, 2026, 2:34:06 PM","Jul 22, 2026, 4:39:24 PM",DONE,No bad reviews in the last 24 hours; no maintenance action needed.
68b99af38478fbf609aac925,Natig Sh,pro,SMB,false,,OPERATIONS,Risky reservation detector,true,"Jul 22, 2026, 2:34:11 PM","Jul 22, 2026, 8:38:54 PM",DONE,"Scored 1 reservation; all scored Low or Medium, no action needed."
66639bcf7e5a5aa7f2054d6f,HG - San Diego Short Term Rental Management,pro,Enterprise,true,hq_child,OPERATIONS,Risky reservation detector,true,"Jul 22, 2026, 2:34:11 PM","Jul 22, 2026, 7:39:02 PM",FAILED,Agent execution failed
68b99af38478fbf609aac925,Natig Sh,pro,SMB,false,,OPERATIONS,Stay status reconciler,true,"Jul 22, 2026, 2:34:44 PM","Jul 22, 2026, 4:39:12 PM",DONE,No in-stay reservations found to scan or correct.
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:35:40 PM","Jul 22, 2026, 11:39:06 PM",FAILED,Agent execution failed
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:35:40 PM","Jul 22, 2026, 7:39:02 PM",FAILED,Agent execution failed
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,COMMUNICATIONS,Review response master,true,"Jul 22, 2026, 2:35:40 PM","Jul 22, 2026, 3:39:24 PM",FAILED,Agent execution failed
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:36:05 PM","Jul 22, 2026, 11:39:10 PM",DONE,No double bookings detected during scan.
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:36:05 PM","Jul 22, 2026, 7:39:13 PM",DONE,No double bookings detected across scanned listings.
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:36:05 PM","Jul 22, 2026, 3:39:13 PM",DONE,No double bookings detected in scan.
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,OPERATIONS,Check-in readiness,true,"Jul 22, 2026, 2:36:10 PM","Jul 22, 2026, 5:39:27 PM",DONE,Today's check-in readiness run could not be completed; review any imminent check-ins manually.
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 2:36:35 PM","Jul 22, 2026, 11:39:10 PM",DONE,"Scanned 0 inquiries, no action needed."
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 2:36:35 PM","Jul 22, 2026, 7:39:02 PM",DONE,"Scanned 0 inquiries, no action required."
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jul 22, 2026, 2:36:35 PM","Jul 22, 2026, 3:39:19 PM",DONE,"Scanned 0 inquiries, no action needed."
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,OPERATIONS,Maintenance block agent,true,"Jul 22, 2026, 2:36:47 PM","Jul 22, 2026, 9:38:58 PM",DONE,Failed No maintenance tasks scanned; unable to process maintenance blocks.
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,OPERATIONS,Maintenance block agent,true,"Jul 22, 2026, 2:36:47 PM","Jul 22, 2026, 8:38:53 PM",DONE,Failed No maintenance tasks were scanned; workflow did not execute.
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,OPERATIONS,Maintenance block agent,true,"Jul 22, 2026, 2:36:47 PM","Jul 22, 2026, 7:38:52 PM",DONE,Failed No maintenance tasks were scanned; unable to process maintenance blocks.
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,OPERATIONS,Maintenance block agent,true,"Jul 22, 2026, 2:36:47 PM","Jul 22, 2026, 6:38:55 PM",DONE,Failed No maintenance tasks were scanned.
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,OPERATIONS,Maintenance block agent,true,"Jul 22, 2026, 2:36:47 PM","Jul 22, 2026, 5:39:06 PM",DONE,Failed No maintenance tasks were scanned; workflow may have encountered an issue.
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,OPERATIONS,Maintenance block agent,true,"Jul 22, 2026, 2:36:47 PM","Jul 22, 2026, 4:39:09 PM",DONE,Failed No maintenance tasks were scanned; check system connectivity.
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,OPERATIONS,Maintenance block agent,true,"Jul 22, 2026, 2:36:47 PM","Jul 22, 2026, 3:39:07 PM",DONE,Failed No maintenance tasks were scanned; unable to process.
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,OPERATIONS,Risky reservation detector,true,"Jul 22, 2026, 2:37:12 PM","Jul 22, 2026, 11:39:03 PM",DONE,"Scored 3 reservations; all scored Low or Medium, no action needed."
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,FINANCE,Security deposit extender,true,"Jul 22, 2026, 2:37:31 PM","Jul 22, 2026, 11:39:13 PM",DONE,0 security deposits re-held; no holds were due to expire today.
664769def167a0bb227081e1,Bayside Corp S.L,pro,Mid-Market,true,,OPERATIONS,Stay status reconciler,true,"Jul 22, 2026, 2:37:39 PM","Jul 22, 2026, 7:39:02 PM",DONE,"```
{
  ""short"": ""Corrected 5 stay statuses: set 2 to checked-out, marked 3 checked-in."",
  ""long"": ""Scanned 8 in-stay reservations. Changes applied: set 2 departed guests to checked-out, Samantha Far"
5e395e31cf61d0002930f9dc,Philip Saunders,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:38:25 PM","Jul 22, 2026, 11:38:52 PM",DONE,No double bookings detected in today's scan.
5e395e31cf61d0002930f9dc,Philip Saunders,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jul 22, 2026, 2:38:25 PM","Jul 22, 2026, 7:38:52 PM",DONE,Double booking resolver scan completed with no conflicts detected.
